diagnose_code,diagnose_description,diagnose_id
Z641,Problems related to multiparity,5
Z780,Asymptomatic menopausal state,5
Z79890,Hormone replacement therapy (postmenopausal) ,5
Z8041,Family history of malignant neoplasm of ovary,5
Z8540,Prsnl history of malig neoplm of unsp female genital organ ,5
Z8541,Personal history of malignant neoplasm of cervix uteri ,5
Z8542,Personal history of malignant neoplasm of oth prt uterus ,5
Z8543,Personal history of malignant neoplasm of ovary,5
Z8544,Personal history of malig neoplasm of female genital organs ,5
Z86001,Personal history of in-situ neoplasm of cervix uteri,5
Z8632,Personal history of gestational diabetes ,5
Z87410,Personal history of cervical dysplasia ,5
Z87411,Personal history of vaginal dysplasia ,5
Z87412,Personal history of vulvar dysplasia,5
Z8742,Personal history of oth diseases of the female genital tract ,5
Z8751,Personal history of pre-term labor,5
Z8759,"Personal history of comp of preg, chldbrth and the puerp ",5
Z90710,Acquired absence of both cervix and uterus,5
Z90711,Acquired absence of uterus with remaining cervical stump ,5
Z90712,Acquired absence of cervix with remaining uterus,5
Z90721,"Acquired absence of ovaries, unilateral ",5
Z90722,"Acquired absence of ovaries, bilateral",5
Z975,Presence of (intrauterine) contraceptive device ,5
Z9851,Tubal ligation status,5
Z98870,Personal history of in utero procedure during pregnancy,5
A1814,Tuberculosis of prostate,6
A1815,Tuberculosis of other male genital organs ,6
A5422,Gonococcal prostatitis,6
A5423,Gonococcal infection of other male genital organs ,6
A5902,Trichomonal prostatitis,6
A6001,Herpesviral infection of penis,6
A6002,Herpesviral infection of other male genital organs ,6
B260,Mumps orchitis,6
B3881,Prostatic coccidioidomycosis,6
C50021,"Malignant neoplasm of nipple and areola, right male breast ",6
C50022,"Malignant neoplasm of nipple and areola, left male breast ",6
C50029,"Malignant neoplasm of nipple and areola, unsp male breast ",6
C50121,Malignant neoplasm of central portion of right male breast ,6
C50122,Malignant neoplasm of central portion of left male breast ,6
C50129,Malignant neoplasm of central portion of unsp male breast ,6
C50221,Malig neoplasm of upper-inner quadrant of right male breast ,6
C50222,Malig neoplasm of upper-inner quadrant of left male breast ,6
C50229,Malig neoplasm of upper-inner quadrant of unsp male breast ,6
C50321,Malig neoplasm of lower-inner quadrant of right male breast ,6
C50322,Malig neoplasm of lower-inner quadrant of left male breast ,6
C50329,Malig neoplasm of lower-inner quadrant of unsp male breast ,6
C50421,Malig neoplasm of upper-outer quadrant of right male breast ,6
C50422,Malig neoplasm of upper-outer quadrant of left male breast ,6
C50429,Malig neoplasm of upper-outer quadrant of unsp male breast ,6
C50521,Malig neoplasm of lower-outer quadrant of right male breast ,6
C50522,Malig neoplasm of lower-outer quadrant of left male breast ,6
C50529,Malig neoplasm of lower-outer quadrant of unsp male breast ,6
C50621,Malignant neoplasm of axillary tail of right male breast ,6
C50622,Malignant neoplasm of axillary tail of left male breast ,6
C50629,Malignant neoplasm of axillary tail of unsp male breast ,6
C50821,Malignant neoplasm of overlapping sites of right male breast ,6
C50822,Malignant neoplasm of overlapping sites of left male breast ,6
C50829,Malignant neoplasm of overlapping sites of unsp male breast ,6
C50921,Malignant neoplasm of unspecified site of right male breast ,6
C50922,Malignant neoplasm of unspecified site of left male breast ,6
C50929,Malignant neoplasm of unsp site of unspecified male breast ,6
C600,Malignant neoplasm of prepuce,6
C601,Malignant neoplasm of glans penis ,6
C602,Malignant neoplasm of body of penis,6
C608,Malignant neoplasm of overlapping sites of penis ,6
C609,"Malignant neoplasm of penis, unspecified",6
C61,Malignant neoplasm of prostate,6
C6200,Malignant neoplasm of unspecified undescended testis ,6
C6201,Malignant neoplasm of undescended right testis ,6
C6202,Malignant neoplasm of undescended left testis,6
C6210,Malignant neoplasm of unspecified descended testis ,6
C6211,Malignant neoplasm of descended right testis ,6
C6212,Malignant neoplasm of descended left testis,6
C6290,"Malig neoplasm of unsp testis, unsp descended or undescended ",6
C6291,"Malig neoplm of right testis, unsp descended or undescended ",6
C6292,"Malig neoplasm of left testis, unsp descended or undescended ",6
C6300,Malignant neoplasm of unspecified epididymis,6
C6301,Malignant neoplasm of right epididymis,6
C6302,Malignant neoplasm of left epididymis,6
C6310,Malignant neoplasm of unspecified spermatic cord ,6
C6311,Malignant neoplasm of right spermatic cord ,6
C6312,Malignant neoplasm of left spermatic cord,6
C632,Malignant neoplasm of scrotum,6
C637,Malignant neoplasm of other specified male genital organs ,6
C638,Malignant neoplasm of ovrlp sites of male genital organs ,6
C639,"Malignant neoplasm of male genital organ, unspecified ",6
D074,Carcinoma in situ of penis,6
D075,Carcinoma in situ of prostate,6
D0760,Carcinoma in situ of unspecified male genital organs ,6
D0761,Carcinoma in situ of scrotum,6
D0769,Carcinoma in situ of other male genital organs ,6
D176,Benign lipomatous neoplasm of spermatic cord ,6
D290,Benign neoplasm of penis,6
D291,Benign neoplasm of prostate,6
D2920,Benign neoplasm of unspecified testis ,6
D2921,Benign neoplasm of right testis ,6
D2922,Benign neoplasm of left testis,6
D2930,Benign neoplasm of unspecified epididymis ,6
D2931,Benign neoplasm of right epididymis ,6
D2932,Benign neoplasm of left epididymis,6
D294,Benign neoplasm of scrotum,6
D298,Benign neoplasm of other specified male genital organs ,6
D299,"Benign neoplasm of male genital organ, unspecified ",6
D400,Neoplasm of uncertain behavior of prostate,6
D4010,Neoplasm of uncertain behavior of unspecified testis ,6
D4011,Neoplasm of uncertain behavior of right testis ,6
D4012,Neoplasm of uncertain behavior of left testis,6
D408,Neoplasm of uncertain behavior of oth male genital organs ,6
D409,"Neoplasm of uncertain behavior of male genital organ, unsp ",6
E290,Testicular hyperfunction,6
E291,Testicular hypofunction,6
E298,Other testicular dysfunction,6
E299,"Testicular dysfunction, unspecified ",6
E895,Postprocedural testicular hypofunction ,6
F5221,Male erectile disorder,6
F5232,Male orgasmic disorder,6
F524,Premature ejaculation,6
I861,Scrotal varices,6
L291,Pruritus scroti,6
N35010,"Post-traumatic urethral stricture, male, meatal ",6
N35014,"Post-traumatic urethral stricture, male, unspecified ",6
N35111,"Postinfective urethral stricture, NEC, male, meatal ",6
N35119,"Postinfective urethral stricture, NEC, male, unsp",6
N400,Enlarged prostate without lower urinary tract symptoms ,6
N401,Enlarged prostate with lower urinary tract symptoms ,6
N402,Nodular prostate without lower urinary tract symptoms ,6
N403,Nodular prostate with lower urinary tract symptoms ,6
N410,Acute prostatitis,6
N411,Chronic prostatitis,6
N412,Abscess of prostate,6
N413,Prostatocystitis,6
N414,Granulomatous prostatitis,6
N418,Other inflammatory diseases of prostate ,6
N419,"Inflammatory disease of prostate, unspecified ",6
N420,Calculus of prostate,6
N421,Congestion and hemorrhage of prostate ,6
N423,Dysplasia of prostate,6
N4281,Prostatodynia syndrome,6
N4282,Prostatosis syndrome,6
N4283,Cyst of prostate,6
N4289,Other specified disorders of prostate ,6
N429,"Disorder of prostate, unspecified",6
N430,Encysted hydrocele,6
N431,Infected hydrocele,6
N432,Other hydrocele,6
N433,"Hydrocele, unspecified",6
N4340,"Spermatocele of epididymis, unspecified ",6
N4341,"Spermatocele of epididymis, single ",6
N4342,"Spermatocele of epididymis, multiple ",6
N4400,"Torsion of testis, unspecified",6
N4401,Extravaginal torsion of spermatic cord ,6
N4402,Intravaginal torsion of spermatic cord ,6
N4403,Torsion of appendix testis,6
N4404,Torsion of appendix epididymis ,6
N441,Cyst of tunica albuginea testis,6
N442,Benign cyst of testis,6
N448,Other noninflammatory disorders of the testis ,6
N451,Epididymitis,6
N452,Orchitis,6
N453,Epididymo-orchitis,6
N454,Abscess of epididymis or testis,6
N4601,Organic azoospermia,6
N46021,Azoospermia due to drug therapy ,6
N46022,Azoospermia due to infection,6
N46023,Azoospermia due to obstruction of efferent ducts ,6
N46024,Azoospermia due to radiation,6
N46025,Azoospermia due to systemic disease,6
N46029,Azoospermia due to other extratesticular causes ,6
N4611,Organic oligospermia,6
N46121,Oligospermia due to drug therapy ,6
N46122,Oligospermia due to infection,6
N46123,Oligospermia due to obstruction of efferent ducts ,6
N46124,Oligospermia due to radiation,6
N46125,Oligospermia due to systemic disease,6
N46129,Oligospermia due to other extratesticular causes ,6
N468,Other male infertility,6
N469,"Male infertility, unspecified",6
N470,"Adherent prepuce, newborn",6
N471,Phimosis,6
N472,Paraphimosis,6
N473,Deficient foreskin,6
N474,Benign cyst of prepuce,6
N475,Adhesions of prepuce and glans penis ,6
N476,Balanoposthitis,6
N477,Other inflammatory diseases of prepuce ,6
N478,Other disorders of prepuce,6
N480,Leukoplakia of penis,6
N481,Balanitis,6
N4821,Abscess of corpus cavernosum and penis ,6
N4822,Cellulitis of corpus cavernosum and penis ,6
N4829,Other inflammatory disorders of penis ,6
N4830,"Priapism, unspecified",6
N4831,Priapism due to trauma,6
N4832,Priapism due to disease classified elsewhere ,6
N4833,"Priapism, drug-induced",6
N4839,Other priapism,6
N485,Ulcer of penis,6
N486,Induration penis plastica,6
N4881,Thrombosis of superficial vein of penis ,6
N4882,Acquired torsion of penis,6
N4883,Acquired buried penis,6
N4889,Other specified disorders of penis ,6
N489,"Disorder of penis, unspecified",6
N490,Inflammatory disorders of seminal vesicle,6
N491,"Inflam disorders of sperm cord, tunica vaginalis and vas def ",6
N492,Inflammatory disorders of scrotum,6
N493,Fournier gangrene,6
N498,Inflammatory disorders of oth male genital organs,6
N499,Inflammatory disorder of unspecified male genital organ ,6
N500,Atrophy of testis,6
N501,Vascular disorders of male genital organs ,6
N503,Cyst of epididymis,6
N508,Other specified disorders of male genital organs ,6
N509,"Disorder of male genital organs, unspecified",6
N51,Disorders of male genital organs in diseases classd elswhr ,6
N5201,Erectile dysfunction due to arterial insufficiency,6
N5202,Corporo-venous occlusive erectile dysfunction,6
N5203,Comb artrl insuff & corporo-venous occlusv erectile dysfnct ,6
N521,Erectile dysfunction due to diseases classified elsewhere ,6
N522,Drug-induced erectile dysfunction,6
N5231,Erectile dysfunction following radical prostatectomy ,6
N5232,Erectile dysfunction following radical cystectomy ,6
N5233,Erectile dysfunction following urethral surgery ,6
N5234,Erectile dysfunction following simple prostatectomy ,6
N5239,Other post-surgical erectile dysfunction,6
N528,Other male erectile dysfunction,6
N529,"Male erectile dysfunction, unspecified ",6
N5311,Retarded ejaculation,6
N5312,Painful ejaculation,6
N5313,Anejaculatory orgasm,6
N5314,Retrograde ejaculation ,6
N5319,Other ejaculatory dysfunction,6
N538,Other male sexual dysfunction,6
N539,Unspecified male sexual dysfunction,6
N99110,"Postprocedural urethral stricture, male, meatal ",6
N99114,"Postprocedural urethral stricture, male, unspecified ",6
P835,Congenital hydrocele,6
Q5300,"Ectopic testis, unspecified",6
Q5301,"Ectopic testis, unilateral",6
Q5302,"Ectopic testes, bilateral",6
Q5310,"Unspecified undescended testicle, unilateral ",6
Q5311,"Abdominal testis, unilateral",6
Q5312,"Ectopic perineal testis, unilateral",6
Q5320,"Undescended testicle, unspecified, bilateral ",6
Q5321,"Abdominal testis, bilateral",6
Q5322,"Ectopic perineal testis, bilateral ",6
Q539,"Undescended testicle, unspecified ",6
Q540,"Hypospadias, balanic",6
Q541,"Hypospadias, penile",6
Q542,"Hypospadias, penoscrotal",6
Q543,"Hypospadias, perineal",6
Q544,Congenital chordee,6
Q548,Other hypospadias,6
Q549,"Hypospadias, unspecified",6
Q550,Absence and aplasia of testis,6
Q551,Hypoplasia of testis and scrotum,6
Q5520,Unspecified congenital malformations of testis and scrotum ,6
Q5521,Polyorchism,6
Q5522,Retractile testis,6
Q5523,Scrotal transposition,6
Q5529,Other congenital malformations of testis and scrotum ,6
Q553,Atresia of vas deferens,6
Q554,"Oth congen malform of vas def,epidid, semnl vescl & prostate ",6
Q555,Congenital absence and aplasia of penis,6
Q5561,Curvature of penis (lateral),6
Q5562,Hypoplasia of penis,6
Q5563,Congenital torsion of penis,6
Q5564,Hidden penis,6
Q5569,Other congenital malformation of penis ,6
Q557,Congenital vasocutaneous fistula,6
Q558,Oth congenital malformations of male genital organs,6
Q559,"Congenital malformation of male genital organ, unspecified ",6
Q561,"Male pseudohermaphroditism, not elsewhere classified ",6
Q640,Epispadias,6
Q980,"Klinefelter syndrome karyotype 47, XXY",6
Q981,"Klinefelter syndrome, male with more than two X chromosomes ",6
Q983,"Other male with 46, XX karyotype",6
Q984,"Klinefelter syndrome, unspecified",6
Q986,Male with structurally abnormal sex chromosome ,6
Q987,Male with sex chromosome mosaicism,6
Q988,"Other specified sex chromosome abnormalities, male phenotype ",6
Q989,"Sex chromosome abnormality, male phenotype, unspecified ",6
R361,Hematospermia,6
R860,Abn lev enzymes in specimens from male genital organs ,6
R861,Abn lev hormones in specimens from male genital organs ,6
R862,Abn lev drug/meds/biol subst in specmn from male gntl organs ,6
R863,Abn lev substnc nonmed source in specmn from male gntl org ,6
R864,Abn immunolog findings in specmn from male genital organs ,6
R865,Abn microbiolog findings in specmn from male genital organs ,6
R866,Abnormal cytolog findings in specmn from male genital organs ,6
R867,Abn histolog findings in specmn from male genital organs ,6
R868,Oth abnormal findings in specimens from male genital organs ,6
R869,Unsp abnormal finding in specimens from male genital organs ,6
R972,Elevated prostate specific antigen [PSA],6
S30201A,"Contusion of unsp external genital organ, male, init encntr ",6
S30201D,"Contusion of unsp external genital organ, male, subs encntr ",6
S30201S,"Contusion of unsp external genital organ, male, sequela ",6
S3021XA,"Contusion of penis, initial encounter",6
S3021XD,"Contusion of penis, subsequent encounter ",6
S3021XS,"Contusion of penis, sequela",6
S3022XA,"Contusion of scrotum and testes, initial encounter ",6
S3022XD,"Contusion of scrotum and testes, subsequent encounter ",6
S3022XS,"Contusion of scrotum and testes, sequela",6
S30812A,"Abrasion of penis, initial encounter ",6
S30812D,"Abrasion of penis, subsequent encounter ",6
S30812S,"Abrasion of penis, sequela",6
S30813A,"Abrasion of scrotum and testes, initial encounter ",6
S30813D,"Abrasion of scrotum and testes, subsequent encounter ",6
S30813S,"Abrasion of scrotum and testes, sequela",6
S30815A,"Abrasion of unsp external genital organs, male, init encntr ",6
S30815D,"Abrasion of unsp external genital organs, male, subs encntr ",6
